ServiceNo,Direction,StopSequence,Operator,BusStopCode,Distance,RoadName,Description,Latitude,Longitude,Category,OriginCode,DestinationCode,LoopDesc,AM_Peak_avg,AM_Offpeak_avg,PM_Peak_avg,PM_Offpeak_avg
38,2,11,SBST,96011,4.6,Upp Changi Rd East,Bef Simei Ave,1.33167675245972,103.9535299850262,TRUNK,84009,75009,N,9,11,9,13
38,2,12,SBST,96021,5.1,Upp Changi Rd East,Opp Expo Halls 1/2/3,1.33397805603359,103.95663722202136,TRUNK,84009,75009,N,9,11,9,13
38,2,13,SBST,96031,5.3,Upp Changi Rd East,Opp Expo Halls 4/5/6,1.33590500003397,103.95837000001772,TRUNK,84009,75009,N,9,11,9,13
38,2,14,SBST,95901,5.7,Upp Changi Rd East,BEF SIMEI RD,1.33857587129254,103.96020709087524,TRUNK,84009,75009,N,9,11,9,13
38,2,15,SBST,96201,6.0,Simei Rd,Simei Green Condo,1.34068848247811,103.95925914106326,TRUNK,84009,75009,N,9,11,9,13
38,2,16,SBST,96299,6.4,Simei St 4,Simei Green Condo,1.34126498344514,103.95716526054424,TRUNK,84009,75009,N,9,11,9,13
38,2,17,SBST,96179,6.6,Simei St 4,Modena Condo/Opp Blk 228,1.3426613811598,103.95530716615028,TRUNK,84009,75009,N,9,11,9,13
38,2,18,SBST,96161,6.9,Simei St 3,Opp Simei Stn,1.34211893867102,103.95354015150028,TRUNK,84009,75009,N,9,11,9,13
38,2,19,SBST,96151,7.2,Simei St 1,Blk 106,1.34232997550862,103.9512102808038,TRUNK,84009,75009,N,9,11,9,13
38,2,20,SBST,96141,7.5,Simei St 1,Blk 120,1.34470972121071,103.95324349664256,TRUNK,84009,75009,N,9,11,9,13
38,2,21,SBST,96131,7.8,Simei St 1,Blk 130,1.34639164071686,103.955260444558,TRUNK,84009,75009,N,9,11,9,13
38,2,22,SBST,96121,8.2,Simei Rd,Metta Welfare Assn,1.34719360554366,103.95776019526971,TRUNK,84009,75009,N,9,11,9,13
38,2,23,SBST,76101,9.0,Tampines Ave 2,Tampines East CC,1.35303315550855,103.95480210652735,TRUNK,84009,75009,N,9,11,9,13
38,2,24,SBST,76031,9.2,Tampines Ave 2,TAMPINES EAST STN EXIT B,1.35507956918888,103.95529781026744,TRUNK,84009,75009,N,9,11,9,13
38,2,25,SBST,76229,9.5,Tampines Ave 7,OPP TAMPINES EAST STN,1.35614001051089,103.95353851635838,TRUNK,84009,75009,N,9,11,9,13
38,2,26,SBST,76219,9.8,Tampines Ave 7,Blk 230E,1.35644168689504,103.95114418566536,TRUNK,84009,75009,N,9,11,9,13
38,2,27,SBST,76209,10.2,Tampines Ave 7,Blk 233,1.35660332787929,103.94766913185744,TRUNK,84009,75009,N,9,11,9,13
38,2,28,SBST,76199,10.5,Tampines Ave 7,BLK 503,1.35660016333768,103.94535428432116,TRUNK,84009,75009,N,9,11,9,13
38,2,29,SBST,75009,10.8,Tampines Ctrl 1,Tampines Int,1.35407552367477,103.94339098473914,TRUNK,84009,75009,N,9,11,9,13
381,1,1,GAS,65009,0.0,Punggol Pl,Punggol Temp Int,1.40370629859822,103.90224337575332,FEEDER,65009,65009,Y,11,11,11,12
381,1,2,GAS,65341,0.6,Punggol Field,Opp Blk 272C,1.40194694990354,103.9009230492748,FEEDER,65009,65009,Y,11,11,11,12
381,1,3,GAS,65331,0.9,Punggol Field,Opp Blk 268D,1.4028650002354,103.89851804993968,FEEDER,65009,65009,Y,11,11,11,12
381,1,4,GAS,65149,1.3,Punggol Way,Soo Teck Stn,1.40444046572287,103.89692479945528,FEEDER,65009,65009,Y,11,11,11,12
381,1,5,GAS,65401,1.6,Punggol Ctrl,Opp Blk 264A,1.40653182138609,103.89871180015278,FEEDER,65009,65009,Y,11,11,11,12
381,1,6,GAS,65251,2.1,Punggol Ctrl,Punggol Stn,1.40502618974463,103.90299618971392,FEEDER,65009,65009,Y,11,11,11,12
381,1,7,GAS,65221,2.3,Punggol Ctrl,BLK 303D,1.40402842836975,103.90480763848863,FEEDER,65009,65009,Y,11,11,11,12
381,1,8,GAS,65281,2.6,Punggol Ctrl,Punggol Sec/Blk 601B,1.40201165055481,103.90783309940194,FEEDER,65009,65009,Y,11,11,11,12
381,1,9,GAS,65249,2.9,Edgefield Plains,Blk 178,1.39963747797366,103.90824975943016,FEEDER,65009,65009,Y,11,11,11,12
381,1,10,GAS,65161,3.3,Punggol Field,Meridian Stn Exit B,1.39735631138291,103.90859112878572,FEEDER,65009,65009,Y,11,11,11,12
381,1,11,GAS,65171,3.8,Punggol Field,Coral Edge Stn Exit B,1.39452041732154,103.91205304613206,FEEDER,65009,65009,Y,11,11,11,12
381,1,12,GAS,65231,4.4,Punggol East,Riviera Stn Exit B,1.3942824799683,103.91576531457449,FEEDER,65009,65009,Y,11,11,11,12
381,1,13,GAS,65181,4.7,Punggol East,Atf Punggol Ctrl,1.39681388886675,103.91754694442,FEEDER,65009,65009,Y,11,11,11,12
381,1,14,GAS,65561,5.0,Punggol East,WATERWAY PR SCH,1.398808889,103.919085,FEEDER,65009,65009,Y,11,11,11,12
381,1,15,GAS,65569,5.5,Punggol East,OPP WATERWAY PR SCH,1.398633889,103.9191989,FEEDER,65009,65009,Y,11,11,11,12
381,1,16,GAS,65189,5.7,Punggol East,Bef Punggol Ctrl,1.39682694447407,103.91793305556936,FEEDER,65009,65009,Y,11,11,11,12
381,1,17,GAS,65239,6.1,Punggol East,Riviera Stn Exit A,1.39410461413829,103.91603484855352,FEEDER,65009,65009,Y,11,11,11,12
381,1,18,GAS,65179,6.7,Punggol Field,Coral Edge Stn Exit A,1.39429582834351,103.91190241454986,FEEDER,65009,65009,Y,11,11,11,12
381,1,19,GAS,65169,7.1,Punggol Field,Meridian Stn Exit A,1.39645725997371,103.90932129998102,FEEDER,65009,65009,Y,11,11,11,12
381,1,20,GAS,65241,7.5,Edgefield Plains,Blk 196C,1.39917246521216,103.90767172209786,FEEDER,65009,65009,Y,11,11,11,12
381,1,21,GAS,65289,7.9,Punggol Ctrl,Opp Punggol Sec/Blk 195E,1.40173746082241,103.90762981656071,FEEDER,65009,65009,Y,11,11,11,12
381,1,22,GAS,65229,8.2,Punggol Ctrl,Blk 298,1.40320219454105,103.9055693149622,FEEDER,65009,65009,Y,11,11,11,12
381,1,23,GAS,65259,8.7,Punggol Ctrl,Punggol Stn/Int,1.405351944,103.9018719,FEEDER,65009,65009,Y,11,11,11,12
381,1,24,GAS,65409,9.0,Punggol Ctrl,Bef Blk 264,1.40624496856359,103.89957451783918,FEEDER,65009,65009,Y,11,11,11,12
381,1,25,GAS,65141,9.4,Punggol Way,Soo Teck Stn,1.40454805557377,103.89716388800268,FEEDER,65009,65009,Y,11,11,11,12
381,1,26,GAS,65339,9.7,Punggol Field,Blk 268C,1.4031330662473,103.8980438895579,FEEDER,65009,65009,Y,11,11,11,12
381,1,27,GAS,65349,10.0,Punggol Field,Blk 272C,1.40222088604884,103.90077963354756,FEEDER,65009,65009,Y,11,11,11,12
381,1,28,GAS,65009,10.5,Punggol Pl,Punggol Temp Int,1.40370629859822,103.90224337575332,FEEDER,65009,65009,Y,11,11,11,12
382G,1,1,GAS,65009,0.0,Punggol Pl,Punggol Temp Int,1.40370629859822,103.90224337575332,FEEDER,65009,65009,Y,9,9,9,10
382G,1,2,GAS,65341,0.6,Punggol Field,Opp Blk 272C,1.40194694990354,103.9009230492748,FEEDER,65009,65009,Y,9,9,9,10
382G,1,3,GAS,65331,0.9,Punggol Field,Opp Blk 268D,1.4028650002354,103.89851804993968,FEEDER,65009,65009,Y,9,9,9,10
382G,1,4,GAS,65551,1.5,Punggol Field,Blk 227A,1.403856,103.8934,FEEDER,65009,65009,Y,9,9,9,10
382G,1,5,GAS,65541,1.8,Sumang Crescent,Before Sumang Lane,1.403562,103.8912,FEEDER,65009,65009,Y,9,9,9,10
382G,1,6,GAS,65531,2.2,Sumang Lane,Blk 226A,1.4024,103.8936,FEEDER,65009,65009,Y,9,9,9,10
382G,1,7,GAS,65491,2.6,Sumang Walk,Opp Blk 259 CP,1.40456320178872,103.89496045471952,FEEDER,65009,65009,Y,9,9,9,10
382G,1,8,GAS,65441,3.0,Sumang Walk,Opp Blk 315B,1.40817769231202,103.89579264867244,FEEDER,65009,65009,Y,9,9,9,10
382G,1,9,GAS,65451,3.3,Sumang Walk,Blk 322 CP,1.41068999997892,103.89759188105812,FEEDER,65009,65009,Y,9,9,9,10
382G,1,10,GAS,65461,3.8,Sumang Link,Blk 312 CP,1.40985888889928,103.90129988103229,FEEDER,65009,65009,Y,9,9,9,10
382G,1,11,GAS,65481,4.5,Sentul Cres,Bef Punggol Dr,1.40886523796853,103.90603964310132,FEEDER,65009,65009,Y,9,9,9,10
382G,1,12,GAS,65351,4.8,Punggol Pl,Punggol View Pr Sch,1.40589404110743,103.90472620505594,FEEDER,65009,65009,Y,9,9,9,10
382G,1,13,GAS,65009,5.3,Punggol Pl,Punggol Temp Int,1.40370629859822,103.90224337575332,FEEDER,65009,65009,Y,9,9,9,10
382W,1,1,GAS,65009,0.0,Punggol Pl,Punggol Temp Int,1.40370629859822,103.90224337575332,FEEDER,65009,65009,Y,9,9,9,10
382W,1,2,GAS,65359,0.6,Punggol Pl,Opp Punggol View Pr Sch,1.40552300002668,103.90435300000112,FEEDER,65009,65009,Y,9,9,9,10
382W,1,3,GAS,65489,0.9,Sentul Cres,Aft Punggol Dr,1.40819500002156,103.90566900789092,FEEDER,65009,65009,Y,9,9,9,10
382W,1,4,GAS,65469,1.7,Sumang Link,Blk 310B,1.40982305558831,103.90097793657458,FEEDER,65009,65009,Y,9,9,9,10
382W,1,5,GAS,65459,2.2,Sumang Walk,Opp Blk 322 CP,1.41060953055987,103.8977216527095,FEEDER,65009,65009,Y,9,9,9,10
382W,1,6,GAS,65449,2.5,Sumang Walk,Blk 315B,1.40804081420589,103.89593121183572,FEEDER,65009,65009,Y,9,9,9,10
382W,1,7,GAS,65499,2.9,Sumang Walk,Blk 259 CP,1.40455142766372,103.89497063575236,FEEDER,65009,65009,Y,9,9,9,10
382W,1,8,GAS,65539,3.3,Sumang Lane,Blk 224A,1.402291,103.8937,FEEDER,65009,65009,Y,9,9,9,10
382W,1,9,GAS,65549,3.7,Sumang Crescent,After Sumang Lane,1.403521,103.8912,FEEDER,65009,65009,Y,9,9,9,10
382W,1,10,GAS,65559,3.9,Punggol Field,Opposite Blk 227A,1.404046,103.8925,FEEDER,65009,65009,Y,9,9,9,10
382W,1,11,GAS,65339,4.5,Punggol Field,Blk 268C,1.4031330662473,103.8980438895579,FEEDER,65009,65009,Y,9,9,9,10
382W,1,12,GAS,65349,4.8,Punggol Field,Blk 272C,1.40222088604884,103.90077963354756,FEEDER,65009,65009,Y,9,9,9,10
382W,1,13,GAS,65009,5.3,Punggol Pl,Punggol Temp Int,1.40370629859822,103.90224337575332,FEEDER,65009,65009,Y,9,9,9,10
386,1,1,GAS,65009,0.0,Punggol Pl,Punggol Temp Int,1.40370629859822,103.90224337575332,FEEDER,65009,65009,Y,9,12,9,11
386,1,2,GAS,65221,0.6,Punggol Ctrl,BLK 303D,1.40402842836975,103.90480763848863,FEEDER,65009,65009,Y,9,12,9,11
386,1,3,GAS,65281,0.9,Punggol Ctrl,Punggol Sec/Blk 601B,1.40201165055481,103.90783309940194,FEEDER,65009,65009,Y,9,12,9,11
386,1,4,GAS,65381,1.2,Edgefield Plains,Punggol Sec Sch,1.40206799999564,103.90976700000785,FEEDER,65009,65009,Y,9,12,9,11
386,1,5,GAS,65391,1.7,Edgefield Plains,Blk 672A,1.40587968028504,103.91251694444946,FEEDER,65009,65009,Y,9,12,9,11
386,1,6,GAS,65319,2.3,Punggol Dr,Oasis Stn Exit A,1.40257805553795,103.91244500001986,FEEDER,65009,65009,Y,9,12,9,11
386,1,7,GAS,65371,2.9,Edgedale Plains,Blk 682A,1.40288670334271,103.91626762051332,FEEDER,65009,65009,Y,9,12,9,11
386,1,8,GAS,65419,3.5,Edgefield Plains,Opp Horizon Pr Sch,1.39946209125417,103.91395382625832,FEEDER,65009,65009,Y,9,12,9,11
386,1,9,GAS,65429,3.9,Edgefield Plains,Greendale Pr Sch,1.39678724110144,103.912022758935,FEEDER,65009,65009,Y,9,12,9,11
386,1,10,GAS,65171,4.2,Punggol Field,Coral Edge Stn Exit B,1.39452041732154,103.91205304613206,FEEDER,65009,65009,Y,9,12,9,11
386,1,11,GAS,65231,4.8,Punggol East,Riviera Stn Exit B,1.3942824799683,103.91576531457449,FEEDER,65009,65009,Y,9,12,9,11
386,1,12,GAS,65269,5.2,Punggol Ctrl,Blk 162B,1.39671015437474,103.91467219472072,FEEDER,65009,65009,Y,9,12,9,11
386,1,13,GAS,65411,5.7,Edgefield Plains,Horizon Pr Sch,1.39944781445392,103.91384912994876,FEEDER,65009,65009,Y,9,12,9,11
386,1,14,GAS,65379,6.3,Edgedale Plains,Blk 661A,1.40280775893278,103.91633762054916,FEEDER,65009,65009,Y,9,12,9,11
386,1,15,GAS,65311,6.8,Punggol Dr,Oasis Stn Exit B/Blk 617D,1.40201500002599,103.91285694443438,FEEDER,65009,65009,Y,9,12,9,11
386,1,16,GAS,65399,7.6,Edgefield Plains,Blk 670A,1.40580472725369,103.91259546667418,FEEDER,65009,65009,Y,9,12,9,11
386,1,17,GAS,65389,8.1,Edgefield Plains,Opp Punggol Sec Sch,1.40225699999819,103.91007199999862,FEEDER,65009,65009,Y,9,12,9,11
386,1,18,GAS,65289,8.5,Punggol Ctrl,Opp Punggol Sec/Blk 195E,1.40173746082241,103.90762981656071,FEEDER,65009,65009,Y,9,12,9,11
386,1,19,GAS,65229,8.8,Punggol Ctrl,Blk 298,1.40320219454105,103.9055693149622,FEEDER,65009,65009,Y,9,12,9,11
386,1,20,GAS,65009,9.3,Punggol Pl,Punggol Temp Int,1.40370629859822,103.90224337575332,FEEDER,65009,65009,Y,9,12,9,11
386A,1,1,GAS,65009,0.0,Punggol Pl,Punggol Temp Int,1.40370629859822,103.90224337575332,FEEDER,65009,65371,N,0,0,31,27
386A,1,2,GAS,65221,0.6,Punggol Ctrl,BLK 303D,1.40402842836975,103.90480763848863,FEEDER,65009,65371,N,0,0,31,27
386A,1,3,GAS,65281,0.9,Punggol Ctrl,Punggol Sec/Blk 601B,1.40201165055481,103.90783309940194,FEEDER,65009,65371,N,0,0,31,27
386A,1,4,GAS,65381,1.2,Edgefield Plains,Punggol Sec Sch,1.40206799999564,103.90976700000785,FEEDER,65009,65371,N,0,0,31,27
386A,1,5,GAS,65391,1.7,Edgefield Plains,Blk 672A,1.40587968028504,103.91251694444946,FEEDER,65009,65371,N,0,0,31,27
386A,1,6,GAS,65319,2.3,Punggol Dr,Oasis Stn Exit A,1.40257805553795,103.91244500001986,FEEDER,65009,65371,N,0,0,31,27
386A,1,7,GAS,65371,2.9,Edgedale Plains,Blk 682A,1.40288670334271,103.91626762051332,FEEDER,65009,65371,N,0,0,31,27
39,1,1,SBST,75019,0.0,Tampines Concourse,Tampines Concourse Int,1.35737133106172,103.9416488042812,TRUNK,75019,59009,N,10,11,9,16
39,1,2,SBST,76059,0.6,Tampines Ave 5,Opp Our Tampines Hub,1.35296163572491,103.94165154852796,TRUNK,75019,59009,N,10,11,9,16
39,1,3,SBST,76069,1.1,Tampines Ave 5,Blk 147,1.34875342114003,103.94208629087404,TRUNK,75019,59009,N,10,11,9,16
39,1,4,SBST,76071,1.6,Tampines Ave 2,Blk 141,1.34802638899143,103.94517805600674,TRUNK,75019,59009,N,10,11,9,16
39,1,5,SBST,76081,2.1,Tampines Ave 2,Opp The Holy Trinity Ch,1.34950194446778,103.94932305553937,TRUNK,75019,59009,N,10,11,9,16
39,1,6,SBST,76091,2.5,Tampines Ave 2,Blk 206,1.35071636446812,103.95275166965992,TRUNK,75019,59009,N,10,11,9,16
39,1,7,SBST,76101,2.9,Tampines Ave 2,Tampines East CC,1.35303315550855,103.95480210652735,TRUNK,75019,59009,N,10,11,9,16
39,1,8,SBST,76031,3.1,Tampines Ave 2,TAMPINES EAST STN EXIT B,1.35507956918888,103.95529781026744,TRUNK,75019,59009,N,10,11,9,16
39,1,9,SBST,76231,3.5,Tampines Ave 7,Tampines JC/Opp Blk 390,1.35666908955685,103.95736200626966,TRUNK,75019,59009,N,10,11,9,16
39,1,10,SBST,76241,3.8,Tampines Ave 7,Blk 497D,1.35845802746258,103.9591705812204,TRUNK,75019,59009,N,10,11,9,16
39,1,11,SBST,98011,4.4,Loyang Ave,Blk 149A,1.36221388889515,103.96291600002556,TRUNK,75019,59009,N,10,11,9,16
39,1,12,SBST,98091,4.7,Pasir Ris Dr 1,Blk 156,1.36432808773556,103.9631266198707,TRUNK,75019,59009,N,10,11,9,16
39,1,13,SBST,78051,5.1,Pasir Ris Dr 1,Blk 197,1.36625310810093,103.96118122599653,TRUNK,75019,59009,N,10,11,9,16
39,1,14,SBST,78061,5.5,Pasir Ris Dr 1,Blk 104,1.36824361151738,103.95848117561664,TRUNK,75019,59009,N,10,11,9,16
39,1,15,SBST,77051,5.9,Pasir Ris Dr 1,Blk 115,1.36908504460753,103.95508527984948,TRUNK,75019,59009,N,10,11,9,16
39,1,16,SBST,77041,6.3,Pasir Ris Dr 1,Blk 541,1.36944854648197,103.95130450100082,TRUNK,75019,59009,N,10,11,9,16
39,1,17,SBST,77031,6.7,Pasir Ris Dr 1,Aft Pasir Ris Ctrl,1.37116337071002,103.9483810573245,TRUNK,75019,59009,N,10,11,9,16
39,1,18,SBST,77021,7.0,Pasir Ris Dr 1,Opp Blk 571,1.3726630000055,103.94557280001844,TRUNK,75019,59009,N,10,11,9,16
39,1,19,SBST,77011,7.4,Pasir Ris Dr 1,Opp Blk 515,1.37376489998905,103.9426659000156,TRUNK,75019,59009,N,10,11,9,16
39,1,20,SBST,77241,7.7,Pasir Ris Dr 1,Opp Blk 640,1.37531331487507,103.940272636011,TRUNK,75019,59009,N,10,11,9,16
39,1,21,SBST,77231,8.0,Pasir Ris Dr 1,Meridian JC,1.37670503142246,103.9384402608544,TRUNK,75019,59009,N,10,11,9,16
39,1,22,SBST,77281,8.3,Pasir Ris Dr 1,Blk 740,1.37837166677052,103.93618729229594,TRUNK,75019,59009,N,10,11,9,16
39,1,23,SBST,77331,8.7,Pasir Ris Dr 12,Blk 747A,1.3782973982979,103.93338764757787,TRUNK,75019,59009,N,10,11,9,16
39,1,24,SBST,65191,12.8,TPE,Bef Punggol Rd,1.39527356921611,103.90539999997036,TRUNK,75019,59009,N,10,11,9,16
39,1,25,SBST,68119,17.0,Jln Kayu,Aft Seletar Camp G,1.40231306085319,103.87194871751426,TRUNK,75019,59009,N,10,11,9,16
39,1,26,SBST,55281,22.5,Lentor Ave,Aft SLE,1.39813695687252,103.8288132424982,TRUNK,75019,59009,N,10,11,9,16
39,1,27,SBST,59011,23.0,Lentor Ave,Bef Sg Seletar Bridge,1.40205059877403,103.82737908252,TRUNK,75019,59009,N,10,11,9,16
39,1,28,SBST,59021,23.9,Lentor Ave,Bef Yishun Ave 1,1.40922833847299,103.82908330455544,TRUNK,75019,59009,N,10,11,9,16
39,1,29,SBST,59031,24.3,Yishun Ave 2,Opp Yishun Sports Hall,1.41277747172151,103.83083958669692,TRUNK,75019,59009,N,10,11,9,16
39,1,30,SBST,59041,24.7,Yishun Ave 2,Bef Khatib Stn,1.41625420109094,103.832591612732,TRUNK,75019,59009,N,10,11,9,16
39,1,31,SBST,59051,25.1,Yishun Ave 2,Blk 790,1.41968270185637,103.83429674432548,TRUNK,75019,59009,N,10,11,9,16
39,1,32,SBST,59061,25.8,Yishun Ave 2,Blk 763,1.42556399229911,103.83495820649408,TRUNK,75019,59009,N,10,11,9,16
39,1,33,SBST,59671,26.0,Yishun Ave 2,Bef Yishun Stn,1.42777620949098,103.83518718969762,TRUNK,75019,59009,N,10,11,9,16
39,1,34,SBST,59009,26.2,Yishun Ave 2,Yishun Temp Int,1.42997370944851,103.83743448975132,TRUNK,75019,59009,N,10,11,9,16
39,2,1,SBST,59009,0.0,Yishun Ave 2,Yishun Temp Int,1.42997370944851,103.83743448975132,TRUNK,59009,75019,N,10,10,9,14
39,2,2,SBST,59073,0.4,Yishun Ave 2,Opp Yishun Stn,1.42868146490253,103.83546942999692,TRUNK,59009,75019,N,10,10,9,14
39,2,3,SBST,59069,0.6,Yishun Ave 2,Opp Blk 757,1.42657294826877,103.83536957259516,TRUNK,59009,75019,N,10,10,9,14
39,2,4,SBST,59059,1.3,Yishun Ave 2,Blk 608,1.42054602879781,103.83497942324875,TRUNK,59009,75019,N,10,10,9,14
39,2,5,SBST,59049,1.8,Yishun Ave 2,Opp Khatib Stn,1.41700998157675,103.83339984073773,TRUNK,59009,75019,N,10,10,9,14
39,2,6,SBST,59039,2.2,Yishun Ave 2,Yishun Sports Hall,1.41342871609658,103.8315630055702,TRUNK,59009,75019,N,10,10,9,14
39,2,7,SBST,59029,2.9,Lentor Ave,Aft Yishun Ave 1,1.40885843406387,103.82924769115782,TRUNK,59009,75019,N,10,10,9,14
39,2,8,SBST,59019,3.6,Lentor Ave,Aft Sg Seletar Bridge,1.40217670308957,103.82763036053306,TRUNK,59009,75019,N,10,10,9,14
39,2,9,SBST,55289,4.1,Lentor Ave,LP 94,1.39844339285315,103.82903916367646,TRUNK,59009,75019,N,10,10,9,14
39,2,10,SBST,68111,9.3,Jln Kayu,Bef Seletar Camp G,1.40222194447692,103.87138805557646,TRUNK,59009,75019,N,10,10,9,14
39,2,11,SBST,65199,13.3,TPE,Aft Punggol Rd,1.39591721161169,103.90542736761212,TRUNK,59009,75019,N,10,10,9,14
39,2,12,SBST,77339,17.3,Pasir Ris Dr 12,Aft TPE,1.3780301775267,103.93278653475954,TRUNK,59009,75019,N,10,10,9,14
39,2,13,SBST,77289,17.8,Pasir Ris Dr 1,Blk 738,1.37889759950996,103.93596534133928,TRUNK,59009,75019,N,10,10,9,14
39,2,14,SBST,77239,18.1,Pasir Ris Dr 1,Blk 643,1.37741830757924,103.93793201117523,TRUNK,59009,75019,N,10,10,9,14
39,2,15,SBST,77249,18.4,Pasir Ris Dr 1,Blk 640,1.37599439507295,103.939861116152,TRUNK,59009,75019,N,10,10,9,14
39,2,16,SBST,78049,18.7,Pasir Ris Dr 1,Blk 612,1.3744627816256,103.94180578126524,TRUNK,59009,75019,N,10,10,9,14
39,2,17,SBST,77019,18.9,Pasir Ris Dr 1,Blk 515,1.3737108000359,103.94351079998545,TRUNK,59009,75019,N,10,10,9,14
39,2,18,SBST,77029,19.3,Pasir Ris Dr 1,Blk 571,1.37274960000662,103.94597779999948,TRUNK,59009,75019,N,10,10,9,14
39,2,19,SBST,77039,19.7,Pasir Ris Dr 1,Bef Pasir Ris Ctrl,1.37159118708865,103.94834855629752,TRUNK,59009,75019,N,10,10,9,14
39,2,20,SBST,77049,20.1,Pasir Ris Dr 1,Pasir Ris Town Pk,1.36963556960047,103.95158314847572,TRUNK,59009,75019,N,10,10,9,14
39,2,21,SBST,77059,20.5,Pasir Ris Dr 1,Blk 425,1.36936138996292,103.95506338293472,TRUNK,59009,75019,N,10,10,9,14
39,2,22,SBST,78069,20.8,Pasir Ris Dr 1,Blk 442,1.36869168470813,103.95815838787028,TRUNK,59009,75019,N,10,10,9,14
39,2,23,SBST,78059,21.2,Pasir Ris Dr 1,Blk 210,1.36677606799955,103.96113744871693,TRUNK,59009,75019,N,10,10,9,14
39,2,24,SBST,98099,21.6,Pasir Ris Dr 1,Blk 269A,1.36457166700645,103.96328361098551,TRUNK,59009,75019,N,10,10,9,14
39,2,25,SBST,98019,22.0,Loyang Ave,Opp Blk 149A,1.3622609999684,103.96338699998488,TRUNK,59009,75019,N,10,10,9,14
39,2,26,SBST,76249,22.6,Tampines Ave 7,Blk 370,1.35836639849151,103.95947435534286,TRUNK,59009,75019,N,10,10,9,14
39,2,27,SBST,76239,22.9,Tampines Ave 7,Blk 390/Opp Tampines JC,1.3564927293972,103.95754826481252,TRUNK,59009,75019,N,10,10,9,14
39,2,28,SBST,76039,23.2,Tampines Ave 2,TAMPINES EAST STN EXIT C,1.35506418976437,103.9555498102644,TRUNK,59009,75019,N,10,10,9,14
39,2,29,SBST,76109,23.5,Tampines Ave 2,Blk 302,1.35296639979416,103.9551184525466,TRUNK,59009,75019,N,10,10,9,14
39,2,30,SBST,76099,24.0,Tampines Ave 2,Blk 285,1.35026359502623,103.95249172187374,TRUNK,59009,75019,N,10,10,9,14
39,2,31,SBST,76089,24.5,Tampines Ave 2,The Holy Trinity Ch,1.34916805553714,103.94923388889872,TRUNK,59009,75019,N,10,10,9,14
39,2,32,SBST,76079,25.0,Tampines Ave 2,Blk 101,1.34794388891649,103.94563500000056,TRUNK,59009,75019,N,10,10,9,14
39,2,33,SBST,76061,25.6,Tampines Ave 5,Blk 938,1.3482019444416,103.94189805552269,TRUNK,59009,75019,N,10,10,9,14
39,2,34,SBST,76051,26.1,Tampines Ave 5,Our Tampines Hub,1.35313809279079,103.9412639409046,TRUNK,59009,75019,N,10,10,9,14
39,2,35,SBST,75019,26.9,Tampines Concourse,Tampines Concourse Int,1.35737133106172,103.9416488042812,TRUNK,59009,75019,N,10,10,9,14
3A,1,1,GAS,75009,0.0,Tampines Ctrl 1,Tampines Int,1.35407552367477,103.94339098473914,TRUNK,75009,77331,N,0,43,22,68
3A,1,1,GAS,75009,0.0,Tampines Ctrl 1,Tampines Int,1.35407552367477,103.94339098473914,TRUNK,75009,77331,N,0,43,22,55
3A,1,2,GAS,76059,0.6,Tampines Ave 5,Opp Our Tampines Hub,1.35296163572491,103.94165154852796,TRUNK,75009,77331,N,0,43,22,68
3A,1,2,GAS,76059,0.6,Tampines Ave 5,Opp Our Tampines Hub,1.35296163572491,103.94165154852796,TRUNK,75009,77331,N,0,43,22,55
3A,1,3,GAS,76131,0.9,Tampines Ave 4,UOB Tampines Ctr,1.35184112001279,103.94254133694142,TRUNK,75009,77331,N,0,43,22,68
3A,1,3,GAS,76131,0.9,Tampines Ave 4,UOB Tampines Ctr,1.35184112001279,103.94254133694142,TRUNK,75009,77331,N,0,43,22,55
3A,1,4,GAS,76141,1.3,Tampines Ave 4,Tampines Stn/Int,1.35366689109025,103.94609060451609,TRUNK,75009,77331,N,0,43,22,68
3A,1,4,GAS,76141,1.3,Tampines Ave 4,Tampines Stn/Int,1.35366689109025,103.94609060451609,TRUNK,75009,77331,N,0,43,22,55
3A,1,5,GAS,76151,1.5,Tampines St 21,Blk 237,1.35533098906606,103.9470479110451,TRUNK,75009,77331,N,0,43,22,68
3A,1,5,GAS,76151,1.5,Tampines St 21,Blk 237,1.35533098906606,103.9470479110451,TRUNK,75009,77331,N,0,43,22,55
3A,1,6,GAS,76161,1.9,Tampines St 21,Opp Blk 248,1.35258745876643,103.9475834369536,TRUNK,75009,77331,N,0,43,22,68
3A,1,6,GAS,76161,1.9,Tampines St 21,Opp Blk 248,1.35258745876643,103.9475834369536,TRUNK,75009,77331,N,0,43,22,55
3A,1,7,GAS,76171,2.3,Tampines St 21,Blk 266,1.35177947844792,103.95042351024048,TRUNK,75009,77331,N,0,43,22,68
3A,1,7,GAS,76171,2.3,Tampines St 21,Blk 266,1.35177947844792,103.95042351024048,TRUNK,75009,77331,N,0,43,22,55
3A,1,8,GAS,76091,2.7,Tampines Ave 2,Blk 206,1.35071636446812,103.95275166965992,TRUNK,75009,77331,N,0,43,22,68
3A,1,8,GAS,76091,2.7,Tampines Ave 2,Blk 206,1.35071636446812,103.95275166965992,TRUNK,75009,77331,N,0,43,22,55
3A,1,9,GAS,76101,3.1,Tampines Ave 2,Tampines East CC,1.35303315550855,103.95480210652735,TRUNK,75009,77331,N,0,43,22,68
