ServiceNo,Direction,StopSequence,Operator,BusStopCode,Distance,RoadName,Description,Latitude,Longitude,Category,OriginCode,DestinationCode,LoopDesc,AM_Peak_avg,AM_Offpeak_avg,PM_Peak_avg,PM_Offpeak_avg
132,1,7,SBST,63319,2.8,Hougang Ave 2,Opp Blk 634,1.36921737828483,103.87814733411857,TRUNK,64009,10009,N,12,13,16,16
132,1,8,SBST,66109,3.3,Ang Mo Kio Ave 3,Blk 151,1.3699792245468,103.8746132395795,TRUNK,64009,10009,N,12,13,16,16
132,1,9,SBST,66339,3.8,Ang Mo Kio Ave 3,Blk 101,1.37125183222903,103.8705580506852,TRUNK,64009,10009,N,12,13,16,16
132,1,10,SBST,66349,4.4,Ang Mo Kio Ave 3,Opp Daikin S'pore,1.37082760014108,103.86541771672718,TRUNK,64009,10009,N,12,13,16,16
132,1,11,SBST,54309,4.7,Ang Mo Kio Ave 3,Opp Blk 5022,1.36988835306854,103.86306604022435,TRUNK,64009,10009,N,12,13,16,16
132,1,12,SBST,54299,5.3,Ang Mo Kio Ave 3,Opp Blk 565,1.36890152697813,103.8583265688086,TRUNK,64009,10009,N,12,13,16,16
132,1,13,SBST,54289,5.6,Ang Mo Kio Ave 3,Blk 452,1.36910303231028,103.8561504529793,TRUNK,64009,10009,N,12,13,16,16
132,1,14,SBST,54279,5.9,Ang Mo Kio Ave 3,Blk 427,1.36968919033429,103.85404760550172,TRUNK,64009,10009,N,12,13,16,16
132,1,15,SBST,54269,6.2,Ang Mo Kio Ave 3,Opp Ang Mo Kio Stn,1.36921006543476,103.85111893571649,TRUNK,64009,10009,N,12,13,16,16
132,1,16,SBST,54248,6.7,Ang Mo Kio Ave 3,Blk 324,1.36875490594243,103.84661006967286,TRUNK,64009,10009,N,12,13,16,16
132,1,17,SBST,54239,7.1,Ang Mo Kio Ave 3,Blk 209,1.369186093503,103.84332015576304,TRUNK,64009,10009,N,12,13,16,16
132,1,18,SBST,54229,7.5,Ang Mo Kio Ave 3,Ang Mo Kio Pr Sch,1.36960577947339,103.83993274827546,TRUNK,64009,10009,N,12,13,16,16
132,1,19,SBST,54219,7.9,Ang Mo Kio Ave 3,OPP MAYFLOWER SEC SCH,1.36880777071199,103.83679395921904,TRUNK,64009,10009,N,12,13,16,16
132,1,20,SBST,54069,8.4,Ang Mo Kio Ave 1,Opp Blk 244,1.36691997150676,103.83405562626136,TRUNK,64009,10009,N,12,13,16,16
132,1,21,SBST,56269,8.6,Ang Mo Kio Ave 1,BEF Ang mo kio avenue 2,1.36741835425889,103.83233403239235,TRUNK,64009,10009,N,12,13,16,16
132,1,22,SBST,53099,9.1,Upp Thomson Rd,Aft Ang Mo Kio Ave 1,1.36660638165473,103.828428661727,TRUNK,64009,10009,N,12,13,16,16
132,1,23,SBST,53089,9.4,Upp Thomson Rd,Faber Gdn,1.36413164157937,103.82823689416604,TRUNK,64009,10009,N,12,13,16,16
132,1,24,SBST,53079,9.8,Upp Thomson Rd,Flame Tree Pk,1.36082666696977,103.82864333297208,TRUNK,64009,10009,N,12,13,16,16
132,1,25,SBST,53069,10.2,Upp Thomson Rd,Aft Windsor Pk Rd,1.35777159286274,103.82894351047116,TRUNK,64009,10009,N,12,13,16,16
132,1,26,SBST,53059,10.6,Upp Thomson Rd,Opp Thomson Plaza,1.35539998953236,103.8314804136155,TRUNK,64009,10009,N,12,13,16,16
132,1,27,SBST,53049,11.0,Upp Thomson Rd,Bef Jln Todak,1.35362664583092,103.83422172361446,TRUNK,64009,10009,N,12,13,16,16
132,1,28,SBST,53039,11.3,Upp Thomson Rd,Thomson CC,1.35144681735328,103.83591070615076,TRUNK,64009,10009,N,12,13,16,16
132,1,29,SBST,53029,11.6,Upp Thomson Rd,Shunfu Est,1.34939240848355,103.83729222566144,TRUNK,64009,10009,N,12,13,16,16
132,1,30,SBST,53019,12.0,Upp Thomson Rd,OPP ST. THERESA'S HME,1.34600349626668,103.83871779531223,TRUNK,64009,10009,N,12,13,16,16
132,1,31,SBST,51069,12.7,Thomson Rd,Mt Alvernia Hosp,1.34125785266365,103.83660435635784,TRUNK,64009,10009,N,12,13,16,16
132,1,32,SBST,51059,13.2,Thomson Rd,AFT TOA PAYOH RISE,1.3370325833883,103.83735019393414,TRUNK,64009,10009,N,12,13,16,16
132,1,33,SBST,51049,13.6,Thomson Rd,SLF Cplx,1.3338213150365,103.83795811295674,TRUNK,64009,10009,N,12,13,16,16
132,1,34,SBST,51039,13.9,Thomson Rd,Opp S'pore Polo Club,1.33165828742218,103.83888866147537,TRUNK,64009,10009,N,12,13,16,16
132,1,35,SBST,51029,14.1,Thomson Rd,Opp Old Police Academy,1.3302549684081,103.8397133983878,TRUNK,64009,10009,N,12,13,16,16
132,1,36,SBST,51109,14.7,Whitley Rd,Opp Old Police Academy,1.32709277800856,103.8397080559738,TRUNK,64009,10009,N,12,13,16,16
132,1,37,SBST,51099,15.3,Whitley Rd,Catholic JC,1.325881667006,103.8345342161876,TRUNK,64009,10009,N,12,13,16,16
132,1,38,SBST,40249,16.2,Whitley Rd,St. Joseph'S Instn,1.3249247219882,103.82735055603024,TRUNK,64009,10009,N,12,13,16,16
132,1,39,SBST,40239,16.5,Whitley Rd,Aft Tanglin CC,1.322585278,103.8262153,TRUNK,64009,10009,N,12,13,16,16
132,1,40,SBST,40229,16.9,Stevens Rd,Aft Stevens Stn,1.31980673102836,103.82570665178494,TRUNK,64009,10009,N,12,13,16,16
132,1,41,SBST,40219,17.2,Stevens Rd,Bef Met YMCA,1.31703698010115,103.82605954338264,TRUNK,64009,10009,N,12,13,16,16
132,1,42,SBST,40209,17.6,Stevens Rd,NOVOTEL MERCURE @ STEVENS,1.31388805600649,103.82738777802837,TRUNK,64009,10009,N,12,13,16,16
132,1,43,SBST,40199,18.1,Stevens Rd,Opp Raffles Girls' Sch,1.31258333303153,103.83191222199584,TRUNK,64009,10009,N,12,13,16,16
132,1,44,SBST,9219,18.8,Scotts Rd,Far East Plaza,1.30731999685228,103.833160882917,TRUNK,64009,10009,N,12,13,16,16
132,1,45,SBST,9111,19.5,Orchard Blvd,Opp Four Seasons Hotel,1.30453752623147,103.82914529614987,TRUNK,64009,10009,N,12,13,16,16
132,1,46,SBST,9121,19.8,Orchard Blvd,Bef Tomlinson Rd,1.30397379238249,103.82699645124522,TRUNK,64009,10009,N,12,13,16,16
132,1,47,SBST,9131,20.4,Grange Rd,Grange Residences,1.30391999998489,103.82333805603096,TRUNK,64009,10009,N,12,13,16,16
132,1,48,SBST,13209,20.6,Tanglin Rd,Opp British High Comm,1.3040310710651,103.82205605505206,TRUNK,64009,10009,N,12,13,16,16
132,1,49,SBST,13049,20.9,Tanglin Rd,Bef Rochalie Dr,1.30261671321463,103.82045069624506,TRUNK,64009,10009,N,12,13,16,16
132,1,50,SBST,13039,21.4,Tanglin Rd,Bef Chatsworth Rd,1.29981572699945,103.81744265557978,TRUNK,64009,10009,N,12,13,16,16
132,1,51,SBST,10329,22.1,Tanglin Rd,Crescent Girls' Sch,1.29364671283262,103.81597460107542,TRUNK,64009,10009,N,12,13,16,16
132,1,52,SBST,10209,22.7,Tiong Bahru Rd,Redhill Stn,1.28954631749853,103.81672885450702,TRUNK,64009,10009,N,12,13,16,16
132,1,53,SBST,10199,23.0,Tiong Bahru Rd,Delta Swim Cplx,1.28875723330649,103.81936618662203,TRUNK,64009,10009,N,12,13,16,16
132,1,54,SBST,10189,23.3,Tiong Bahru Rd,Blk 104A CP,1.28858805222806,103.82183192865196,TRUNK,64009,10009,N,12,13,16,16
132,1,55,SBST,10359,23.5,Henderson Rd,Aft Tiong Bahru Rd,1.28723833324362,103.82259298997768,TRUNK,64009,10009,N,12,13,16,16
132,1,56,SBST,10349,23.8,Henderson Rd,Blk 116,1.2849833405097,103.82104149555396,TRUNK,64009,10009,N,12,13,16,16
132,1,57,SBST,10009,24.5,Bt Merah Ctrl,Bt Merah Int,1.28210155945393,103.81722480263164,TRUNK,64009,10009,N,12,13,16,16
132,2,1,SBST,10009,0.0,Bt Merah Ctrl,Bt Merah Int,1.28210155945393,103.81722480263164,TRUNK,10009,64009,N,13,14,10,15
132,2,2,SBST,10341,0.7,Henderson Rd,Opp Blk 116,1.28484639603431,103.82059301467888,TRUNK,10009,64009,N,13,14,10,15
132,2,3,SBST,10351,1.0,Henderson Rd,Bef Tiong Bahru Rd,1.28675501760897,103.82204990181914,TRUNK,10009,64009,N,13,14,10,15
132,2,4,SBST,10181,1.3,Tiong Bahru Rd,BEF AR-RABITAH MQUE,1.28850399420484,103.82109741719866,TRUNK,10009,64009,N,13,14,10,15
132,2,5,SBST,10191,1.5,Tiong Bahru Rd,Blk 78,1.28860026020096,103.81903121724014,TRUNK,10009,64009,N,13,14,10,15
132,2,6,SBST,10201,1.8,Tiong Bahru Rd,Opp Redhill Stn,1.28928144532567,103.81662854691156,TRUNK,10009,64009,N,13,14,10,15
132,2,7,SBST,10321,2.4,Tanglin Rd,Aft Margaret Dr,1.29428332949691,103.81587839882768,TRUNK,10009,64009,N,13,14,10,15
132,2,8,SBST,13031,3.0,Tanglin Rd,Opp Chatsworth Rd,1.29912972200223,103.81707388901162,TRUNK,10009,64009,N,13,14,10,15
132,2,9,SBST,13041,3.5,Tanglin Rd,Aft Rochalie Dr,1.30242834318416,103.81967634723284,TRUNK,10009,64009,N,13,14,10,15
132,2,10,SBST,13201,3.9,Tanglin Rd,British High Comm,1.30453622259471,103.82209559895128,TRUNK,10009,64009,N,13,14,10,15
132,2,11,SBST,9159,4.4,Tanglin Rd,Aft Tomlinson Rd,1.30602637557418,103.82568042620603,TRUNK,10009,64009,N,13,14,10,15
132,2,12,SBST,9169,4.7,Orchard Rd,Delfi Orchard,1.3070135326348,103.82835507326035,TRUNK,10009,64009,N,13,14,10,15
132,2,13,SBST,9179,5.0,Orchard Rd,Royal Thai Embassy,1.30587966240898,103.83049004618626,TRUNK,10009,64009,N,13,14,10,15
132,2,14,SBST,9213,5.5,Scotts Rd,Thong Teck Bldg,1.30783805600034,103.83305083303024,TRUNK,10009,64009,N,13,14,10,15
132,2,15,SBST,40191,6.3,Stevens Rd,Raffles Girls' Sch,1.31268555601325,103.8304269440197,TRUNK,10009,64009,N,13,14,10,15
132,2,16,SBST,40201,6.7,Stevens Rd,Chelsea Gdns Condo,1.31358972201496,103.82743055599408,TRUNK,10009,64009,N,13,14,10,15
132,2,17,SBST,40211,7.1,Stevens Rd,Opp Met YMCA,1.31655331624558,103.825862990405,TRUNK,10009,64009,N,13,14,10,15
132,2,18,SBST,40221,7.3,Stevens Rd,Opp Stevens Stn,1.31902531287493,103.82545561296304,TRUNK,10009,64009,N,13,14,10,15
132,2,19,SBST,40231,7.7,Whitley Rd,Raffles Town Club,1.32230868317131,103.82577145824762,TRUNK,10009,64009,N,13,14,10,15
132,2,20,SBST,51091,9.2,PIE,Opp Catholic JC,1.32648060854916,103.83401870730576,TRUNK,10009,64009,N,13,14,10,15
132,2,21,SBST,51101,9.6,PIE,Old Police Academy,1.32753637537789,103.83724817699014,TRUNK,10009,64009,N,13,14,10,15
132,2,22,SBST,51021,10.1,Thomson Rd,Old Police Academy,1.330411111,103.8391331,TRUNK,10009,64009,N,13,14,10,15
132,2,23,SBST,51031,10.3,Thomson Rd,S'pore Polo Club,1.33162906440184,103.83859992029566,TRUNK,10009,64009,N,13,14,10,15
132,2,24,SBST,51041,10.5,Thomson Rd,Opp SLF Cplx,1.33343558724869,103.8379172613076,TRUNK,10009,64009,N,13,14,10,15
132,2,25,SBST,51051,10.9,Thomson Rd,AFT ANDREW RD,1.33635352726982,103.83707802024657,TRUNK,10009,64009,N,13,14,10,15
132,2,26,SBST,51071,11.6,Thomson Rd,Macritchie Reservoir,1.34219256998908,103.83596576505084,TRUNK,10009,64009,N,13,14,10,15
132,2,27,SBST,53011,12.1,Upp Thomson Rd,ST. THERESA'S HME,1.34555351143315,103.8382633553218,TRUNK,10009,64009,N,13,14,10,15
132,2,28,SBST,53021,12.6,Upp Thomson Rd,Opp Shunfu Est,1.34967996840542,103.83652457261992,TRUNK,10009,64009,N,13,14,10,15
132,2,29,SBST,53041,13.1,Upp Thomson Rd,Bef Thomson Ridge,1.35307831612792,103.8343639597673,TRUNK,10009,64009,N,13,14,10,15
132,2,30,SBST,53051,13.4,Upp Thomson Rd,Bef Thomson Plaza,1.35470733843442,103.83232115663712,TRUNK,10009,64009,N,13,14,10,15
132,2,31,SBST,53061,13.9,Upp Thomson Rd,Bef Windsor Pk Rd,1.3571583010953,103.82883507046124,TRUNK,10009,64009,N,13,14,10,15
132,2,32,SBST,53071,14.3,Upp Thomson Rd,Opp Flame Tree Pk,1.36063333692202,103.82834252087906,TRUNK,10009,64009,N,13,14,10,15
132,2,33,SBST,53081,14.6,Upp Thomson Rd,Opp Faber Gdn,1.36319303798878,103.82783467220467,TRUNK,10009,64009,N,13,14,10,15
132,2,34,SBST,53091,14.8,Upp Thomson Rd,Bef Ang Mo Kio Ave 1,1.36482025993725,103.8279237884758,TRUNK,10009,64009,N,13,14,10,15
132,2,35,SBST,56261,15.5,Ang Mo Kio Ave 1,AFT Ang mo kio avenue 2,1.36786219023986,103.83172738576756,TRUNK,10009,64009,N,13,14,10,15
132,2,36,SBST,54061,15.8,Ang Mo Kio Ave 1,Blk 244,1.36728801688172,103.83404076959498,TRUNK,10009,64009,N,13,14,10,15
132,2,37,SBST,54211,16.2,Ang Mo Kio Ave 3,MAYFLOWER SEC SCH,1.36861222198461,103.83634833298528,TRUNK,10009,64009,N,13,14,10,15
132,2,38,SBST,54221,16.6,Ang Mo Kio Ave 3,Opp Ang Mo Kio Pr Sch,1.36995608006054,103.83959341119169,TRUNK,10009,64009,N,13,14,10,15
132,2,39,SBST,54231,16.9,Ang Mo Kio Ave 3,Blk 129,1.36966012463918,103.84193909880943,TRUNK,10009,64009,N,13,14,10,15
132,2,40,SBST,54241,17.4,Ang Mo Kio Ave 3,Blk 700B,1.36913518643274,103.84618005827468,TRUNK,10009,64009,N,13,14,10,15
132,2,41,SBST,54261,17.9,Ang Mo Kio Ave 3,Ang Mo Kio Stn,1.36946941916508,103.85075454495572,TRUNK,10009,64009,N,13,14,10,15
132,2,42,SBST,54271,18.2,Ang Mo Kio Ave 3,Blk 586,1.36996326781056,103.85356664655984,TRUNK,10009,64009,N,13,14,10,15
132,2,43,SBST,54281,18.5,Ang Mo Kio Ave 3,Blk 570,1.3694902568174,103.85601277845504,TRUNK,10009,64009,N,13,14,10,15
132,2,44,SBST,54291,18.8,Ang Mo Kio Ave 3,Blk 564,1.36918861426324,103.85886147831552,TRUNK,10009,64009,N,13,14,10,15
132,2,45,SBST,54301,19.3,Ang Mo Kio Ave 3,Blk 5022,1.37019500530585,103.86284675062744,TRUNK,10009,64009,N,13,14,10,15
132,2,46,SBST,66341,19.6,Ang Mo Kio Ave 3,Daikin S'pore,1.37114196132937,103.8652534148556,TRUNK,10009,64009,N,13,14,10,15
132,2,47,SBST,66331,20.2,Ang Mo Kio Ave 3,Blk 554,1.37173176460482,103.8701543470715,TRUNK,10009,64009,N,13,14,10,15
132,2,48,SBST,66101,20.6,Ang Mo Kio Ave 3,Blk 516,1.37094045484466,103.87325896613376,TRUNK,10009,64009,N,13,14,10,15
132,2,49,SBST,63311,21.1,Hougang Ave 2,Blk 634,1.36990463865149,103.877806471589,TRUNK,10009,64009,N,13,14,10,15
132,2,50,SBST,63321,21.5,Hougang Ave 2,Blk 627,1.36913602302795,103.88132215113497,TRUNK,10009,64009,N,13,14,10,15
132,2,51,SBST,63331,21.9,Hougang Ave 2,Blk 615,1.36836866548657,103.88492703491212,TRUNK,10009,64009,N,13,14,10,15
132,2,52,SBST,63341,22.3,Hougang Ave 2,Opp Blk 709,1.36751402871615,103.88882988119938,TRUNK,10009,64009,N,13,14,10,15
132,2,53,SBST,63061,22.7,Upp S'goon Rd,Opp Blk 25,1.36623834226067,103.89129134480063,TRUNK,10009,64009,N,13,14,10,15
132,2,54,SBST,64011,22.9,Upp S'goon Rd,Naung Ct,1.36756333302324,103.8927594439902,TRUNK,10009,64009,N,13,14,10,15
132,2,55,SBST,64009,23.6,Hougang Ctrl,Hougang Ctrl Int,1.37060695394614,103.89266808874676,TRUNK,10009,64009,N,13,14,10,15
133,1,1,SBST,54009,0.0,Ang Mo Kio Ave 8,Ang Mo Kio Int,1.36968769913339,103.84856716193268,TRUNK,54009,3239,N,8,10,10,11
133,1,2,SBST,54248,0.6,Ang Mo Kio Ave 3,Blk 324,1.36875490594243,103.84661006967286,TRUNK,54009,3239,N,8,10,10,11
133,1,3,SBST,54019,1.1,Ang Mo Kio Ave 6,Aft Blk 304,1.36618666697727,103.84418333302727,TRUNK,54009,3239,N,8,10,10,11
133,1,4,SBST,54071,1.5,Ang Mo Kio Ave 1,BLK 310,1.36433664907741,103.84490672378502,TRUNK,54009,3239,N,8,10,10,11
133,1,5,SBST,54081,1.9,Ang Mo Kio Ave 1,TECK GHEE CT,1.36358972199933,103.84786694396756,TRUNK,54009,3239,N,8,10,10,11
133,1,6,SBST,54091,2.3,Ang Mo Kio Ave 1,BLK 331,1.36167975047647,103.85092799797832,TRUNK,54009,3239,N,8,10,10,11
133,1,7,SBST,54101,2.9,Ang Mo Kio Ave 1,Aft Ang Mo Kio Ave 10,1.35732097800984,103.85465761724518,TRUNK,54009,3239,N,8,10,10,11
133,1,8,SBST,66091,3.8,Ang Mo Kio Ave 1,Golden Hill Est,1.35454666698201,103.86145166702076,TRUNK,54009,3239,N,8,10,10,11
133,1,9,SBST,66031,4.3,Lor Chuan,Cardiff Residence,1.35465640659199,103.86572364607076,TRUNK,54009,3239,N,8,10,10,11
133,1,10,SBST,66369,4.7,S'goon Ave 2,Blk 238,1.35355301663986,103.8682257210366,TRUNK,54009,3239,N,8,10,10,11
133,1,11,SBST,66389,5.2,S'goon Ave 2,S'Goon Stn Exit F,1.35092163758707,103.8710690514159,TRUNK,54009,3239,N,8,10,10,11
133,1,12,SBST,62129,5.7,Upp S'goon Rd,Blk 403,1.34698958928417,103.872054885247,TRUNK,54009,3239,N,8,10,10,11
133,1,13,SBST,62119,6.0,Upp S'goon Rd,Aft Sunshine Lodge,1.34483265931476,103.8710922003054,TRUNK,54009,3239,N,8,10,10,11
133,1,14,SBST,61049,6.3,Upp S'goon Rd,Aft Bartley Rd,1.34196277802503,103.8709686110327,TRUNK,54009,3239,N,8,10,10,11
133,1,15,SBST,61039,6.7,Upp S'goon Rd,Woodleigh Stn Exit A,1.33845332842129,103.87084881783568,TRUNK,54009,3239,N,8,10,10,11
133,1,16,SBST,61029,7.0,Upp S'goon Rd,Opp Woodleigh Pk,1.33596832935372,103.87051588342656,TRUNK,54009,3239,N,8,10,10,11
133,1,17,SBST,61019,7.3,Upp S'goon Rd,Opp Blk 101,1.33320166700854,103.86976166703384,TRUNK,54009,3239,N,8,10,10,11
133,1,18,SBST,60269,7.6,Upp S'goon Rd,Potong Pasir Stn Exit B,1.33099030126892,103.86922890950602,TRUNK,54009,3239,N,8,10,10,11
133,1,19,SBST,60209,7.7,Upp S'goon Rd,Sant Ritz,1.32986133945973,103.86896099565628,TRUNK,54009,3239,N,8,10,10,11
133,1,20,SBST,60179,8.2,Bendemeer Rd,MOM Svcs Ctr,1.32634025655419,103.86834025123764,TRUNK,54009,3239,N,8,10,10,11
133,1,21,SBST,60159,8.4,Bendemeer Rd,Blk 54,1.32409476572475,103.86764196002876,TRUNK,54009,3239,N,8,10,10,11
133,1,22,SBST,60139,8.7,Bendemeer Rd,Blk 44,1.32204861560134,103.86628982237994,TRUNK,54009,3239,N,8,10,10,11
133,1,23,SBST,60119,9.2,Bendemeer Rd,Opp Boon Keng Stn,1.31880431510648,103.86409707876383,TRUNK,54009,3239,N,8,10,10,11
133,1,24,SBST,60099,9.7,Bendemeer Rd,Bef Lavender St,1.31456420794151,103.86086821464755,TRUNK,54009,3239,N,8,10,10,11
133,1,25,SBST,7359,9.9,Lavender St,OPP ARC 380,1.31368253065979,103.8607145180712,TRUNK,54009,3239,N,8,10,10,11
133,1,26,SBST,7369,10.2,Lavender St,Aft Kallang Bahru,1.31140805601851,103.86237888899062,TRUNK,54009,3239,N,8,10,10,11
133,1,27,SBST,7379,10.4,Lavender St,Bef Kallang Rd,1.31017336740849,103.86338225534828,TRUNK,54009,3239,N,8,10,10,11
133,1,28,SBST,1319,10.7,Kallang Rd,Lavender Stn Exit A/ICA,1.30757426746418,103.86325596123476,TRUNK,54009,3239,N,8,10,10,11
133,1,29,SBST,1219,11.1,Victoria St,Blk 461,1.30526598535719,103.86072019914616,TRUNK,54009,3239,N,8,10,10,11
133,1,30,SBST,1129,11.4,Victoria St,Opp Stamford Pr Sch,1.30350269187301,103.85864530718491,TRUNK,54009,3239,N,8,10,10,11
133,1,31,SBST,1059,11.8,Victoria St,Bugis Stn Exit B,1.30075679526626,103.85611040457584,TRUNK,54009,3239,N,8,10,10,11
133,1,32,SBST,1119,12.0,Victoria St,Bugis Junction,1.2996041093804,103.85512934079571,TRUNK,54009,3239,N,8,10,10,11
133,1,33,SBST,1019,12.4,Victoria St,Bras Basah Cplx,1.29698951191332,103.85302201172507,TRUNK,54009,3239,N,8,10,10,11
133,1,34,SBST,2049,12.8,Bras Basah Rd,Raffles Hotel,1.29452091230981,103.85402155505172,TRUNK,54009,3239,N,8,10,10,11
133,1,35,SBST,2151,13.4,Temasek Blvd,Suntec Convention Ctr,1.29317776320814,103.85784623004032,TRUNK,54009,3239,N,8,10,10,11
133,1,36,SBST,2161,14.1,Temasek Ave,Promenade Stn,1.29268553508737,103.86093156188176,TRUNK,54009,3239,N,8,10,10,11
133,1,37,SBST,2171,14.4,Temasek Ave,Opp The Ritz-Carlton,1.29070000003898,103.86092194446034,TRUNK,54009,3239,N,8,10,10,11
133,1,38,SBST,3509,15.3,Bayfront Ave,Bayfront Stn Exit B/MBS,1.28314999997332,103.86004388891767,TRUNK,54009,3239,N,8,10,10,11
133,1,39,SBST,3519,15.6,Bayfront Ave,Bayfront Stn Exit A,1.28124500000125,103.85884799997385,TRUNK,54009,3239,N,8,10,10,11
133,1,40,SBST,3539,16.2,Central Blvd,Marina Bay Stn,1.2775330547661,103.85561610012866,TRUNK,54009,3239,N,8,10,10,11
133,1,41,SBST,3529,16.6,Central Blvd,Downtown Stn,1.27939957419063,103.85278769921705,TRUNK,54009,3239,N,8,10,10,11
133,1,42,SBST,3129,17.2,Shenton Way,UIC Bldg,1.27807003532092,103.84956718123824,TRUNK,54009,3239,N,8,10,10,11
133,1,43,SBST,3218,17.8,Shenton Way,Opp MAS Bldg,1.2740788888387,103.84687388890411,TRUNK,54009,3239,N,8,10,10,11
133,1,44,SBST,3239,18.0,Shenton Way,Shenton Way Ter,1.27464226961973,103.84756721372408,TRUNK,54009,3239,N,8,10,10,11
133,2,1,SBST,3239,0.0,Shenton Way,Shenton Way Ter,1.27464226961973,103.84756721372408,TRUNK,3239,54009,N,11,9,8,10
133,2,2,SBST,3222,0.8,Anson Rd,Hub Synergy Pt,1.27397836925637,103.84489562922414,TRUNK,3239,54009,N,11,9,8,10
133,2,3,SBST,3111,1.5,Robinson Rd,Aft Capital Twr,1.2778259536079,103.8481011719729,TRUNK,3239,54009,N,11,9,8,10
133,2,4,SBST,3071,1.8,Robinson Rd,OPP SO SOFITEL S'PORE,1.27990609626764,103.8494003042448,TRUNK,3239,54009,N,11,9,8,10
133,2,6,SBST,3381,2.4,Marina Blvd,The Sail,1.28162601329006,103.85306513725683,TRUNK,3239,54009,N,11,9,8,10
133,2,7,SBST,3391,2.6,Marina Blvd,Marina Bay Financial Ctr,1.28037660340352,103.85498006767988,TRUNK,3239,54009,N,11,9,8,10
133,2,8,SBST,3511,3.3,Bayfront Ave,Aft Bayfront Stn Exit E,1.28194779470571,103.85897064872482,TRUNK,3239,54009,N,11,9,8,10
133,2,9,SBST,3501,3.7,Bayfront Ave,Marina Bay Sands Theatre,1.28500467671367,103.8606110538643,TRUNK,3239,54009,N,11,9,8,10
133,2,10,SBST,2051,4.4,Raffles Ave,Seating Gallery,1.2895030556082,103.85903388899315,TRUNK,3239,54009,N,11,9,8,10
133,2,11,SBST,2061,4.7,Raffles Ave,The Esplanade,1.2899638888957,103.85640388886262,TRUNK,3239,54009,N,11,9,8,10
133,2,12,SBST,4151,5.6,Victoria St,Cath Of The Good Shepherd,1.29533777799211,103.8511397219812,TRUNK,3239,54009,N,11,9,8,10
133,2,13,SBST,1013,6.0,Victoria St,St. Joseph's Ch,1.29770970610083,103.8532247463225,TRUNK,3239,54009,N,11,9,8,10
133,2,14,SBST,1113,6.4,Victoria St,Bugis Stn Exit A,1.30117297541547,103.8561140106393,TRUNK,3239,54009,N,11,9,8,10
133,2,15,SBST,1121,6.8,Victoria St,Stamford Pr Sch,1.30393809691048,103.85867999243207,TRUNK,3239,54009,N,11,9,8,10
133,2,16,SBST,1211,7.1,Victoria St,Opp Blk 461,1.30551803523268,103.8605449516032,TRUNK,3239,54009,N,11,9,8,10
133,2,17,SBST,1311,7.4,Kallang Rd,Lavender Stn Exit B,1.3070916463394,103.86219695240972,TRUNK,3239,54009,N,11,9,8,10
133,2,18,SBST,7371,7.7,Lavender St,Aft Kallang Rd,1.30950750000455,103.86350138902452,TRUNK,3239,54009,N,11,9,8,10
133,2,19,SBST,7361,8.0,Lavender St,Bef Kallang Bahru,1.31167636068313,103.86189483728585,TRUNK,3239,54009,N,11,9,8,10
133,2,20,SBST,7351,8.3,Lavender St,ARC 380,1.31351833300073,103.86054527803076,TRUNK,3239,54009,N,11,9,8,10
133,2,21,SBST,60101,8.9,S'goon Rd,Kwong Wai Shiu Hosp,1.31783421341306,103.86004042483177,TRUNK,3239,54009,N,11,9,8,10
133,2,22,SBST,60121,9.2,S'goon Rd,Boon Keng Stn/Blk 102,1.32008815616383,103.86179781146464,TRUNK,3239,54009,N,11,9,8,10
133,2,23,SBST,60141,9.6,S'goon Rd,Opp Bendemeer Pr Sch,1.32258753768004,103.86385682733588,TRUNK,3239,54009,N,11,9,8,10
133,2,24,SBST,60161,9.9,S'goon Rd,St. Michael's Pl,1.32477289725503,103.8655673081052,TRUNK,3239,54009,N,11,9,8,10
133,2,25,SBST,60201,10.5,Upp S'goon Rd,18 Woodsville,1.32933888886,103.8683861111429,TRUNK,3239,54009,N,11,9,8,10
133,2,26,SBST,60261,10.7,Upp S'goon Rd,Potong Pasir Stn Exit C,1.33132471594343,103.8689179493056,TRUNK,3239,54009,N,11,9,8,10
133,2,27,SBST,61011,10.9,Upp S'goon Rd,Blk 103,1.3333927981396,103.86946402615806,TRUNK,3239,54009,N,11,9,8,10
133,2,28,SBST,61021,11.2,Upp S'goon Rd,Aft Woodleigh Pk,1.33627668492978,103.87018878876424,TRUNK,3239,54009,N,11,9,8,10
133,2,29,SBST,61031,11.4,Upp S'goon Rd,Woodleigh Stn Exit B,1.33836472248768,103.8704496726279,TRUNK,3239,54009,N,11,9,8,10
133,2,30,SBST,61041,11.7,Upp S'goon Rd,Bef Braddell Rd,1.34142999996834,103.87049194397346,TRUNK,3239,54009,N,11,9,8,10
133,2,31,SBST,62111,12.1,Upp S'goon Rd,Aft Sommerville Rd,1.34509852230089,103.87077171254076,TRUNK,3239,54009,N,11,9,8,10
133,2,32,SBST,62121,12.3,Upp S'goon Rd,Aft Wolskel Rd,1.34682778451192,103.87156809881778,TRUNK,3239,54009,N,11,9,8,10
133,2,33,SBST,66381,12.7,S'goon Ave 2,Opp S'Goon Stn Exit F,1.35020472197618,103.87122527801796,TRUNK,3239,54009,N,11,9,8,10
133,2,34,SBST,66361,13.1,S'goon Ave 2,Blk 319,1.35258501828366,103.86824850324253,TRUNK,3239,54009,N,11,9,8,10
